,organizationName,employees,headquarters,ceoName,industries,yearFounded,state,rank
841,Fulton Bank,3300.0, Pennsylvania,David Hanson,Banking and Financial Services,1882.0,Pennsylvania,89
842,Gap,78570.0, California,Bobby Martin,"Clothing, Shoes, Sports Equipment",1969.0,Maryland,42
843,Gap,78570.0, California,Bobby Martin,"Clothing, Shoes, Sports Equipment",1969.0,North Carolina,79
844,Gap,78570.0, California,Bobby Martin,"Clothing, Shoes, Sports Equipment",1969.0,Tennessee,45
845,Garmin,18700.0, Kansas,Clifton Albert Pemble,Electronics,1989.0,Kansas,3
846,GBMC HealthCare,3900.0, Maryland,John B. Chessare,Health Care,1965.0,Maryland,31
847,GEHA,1500.0, Missouri,Arthur A. Nizza,Health Care,1937.0,Missouri,1
848,Geico,43000.0, Maryland,Todd Combs,Insurance,1936.0,Georgia,33
849,Geico,43000.0, Maryland,Todd Combs,Insurance,1936.0,Virginia,86
850,Geisinger Health System,26500.0, Pennsylvania,Jaewon Ryu,Health Care,1915.0,Pennsylvania,76
851,Genentech,13500.0, California,Alexander Hardy,Drugs & Biotechnology,1976.0,California,5
852,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Arizona,22
853,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,California,33
854,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Connecticut,18
855,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Florida,29
856,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Georgia,57
857,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Louisiana,7
858,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Massachusetts,58
859,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Rhode Island,1
860,General Dynamics,89775.0, Virginia,Phebe N. Novakovic,Aerospace & Defense,1952.0,Virginia,51
861,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,California,86
862,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Colorado,39
863,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Illinois,66
864,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Kentucky,46
865,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Maryland,29
866,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Massachusetts,56
867,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,North Carolina,24
868,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Texas,48
869,General Electric,3000.0, Massachusetts,H. Lawrence Culp Jr.,"Engineering, Manufacturing",1892.0,Wisconsin,32
870,General Mills,15000.0, Minnesota,Jeffrey L. Harmening,"Food, Soft Beverages, Alcohol & Tobacco",1866.0,Minnesota,15
871,General Mills,15000.0, Minnesota,Jeffrey L. Harmening,"Food, Soft Beverages, Alcohol & Tobacco",1866.0,Tennessee,31
872,General Motors,88400.0, Michigan,Mary T. Barra,Automotive (Automotive and Suppliers),1908.0,Georgia,38
873,General Motors,88400.0, Michigan,Mary T. Barra,Automotive (Automotive and Suppliers),1908.0,Indiana,33
874,General Motors,88400.0, Michigan,Mary T. Barra,Automotive (Automotive and Suppliers),1908.0,Michigan,56
875,General Motors,88400.0, Michigan,Mary T. Barra,Automotive (Automotive and Suppliers),1908.0,Missouri,45
876,General Motors,88400.0, Michigan,Mary T. Barra,Automotive (Automotive and Suppliers),1908.0,Tennessee,22
877,General Motors,88400.0, Michigan,Mary T. Barra,Automotive (Automotive and Suppliers),1908.0,Texas,74
878,Gentex,4998.0, Michigan,Steve Downing,Automotive (Automotive and Suppliers),1974.0,Michigan,13
879,George Mason University,7200.0, Virginia,Gregory Washington,Education,1949.0,Virginia,40
880,Georgetown University,7001.0, District of Columbia,John DeGioia,Education,1789.0,District of Columbia,14
881,Georgia Institute of Technology,1279.0, Georgia,Ángel Cabrera,Education,1885.0,Georgia,24
882,Georgia-Pacific,7480.0, Georgia,Christian Fischer,Packaged Goods,1927.0,Arkansas,11
883,Georgia-Pacific,7480.0, Georgia,Christian Fischer,Packaged Goods,1927.0,California,99
884,Georgia-Pacific,7480.0, Georgia,Christian Fischer,Packaged Goods,1927.0,Georgia,42
885,Georgia-Pacific,7480.0, Georgia,Christian Fischer,Packaged Goods,1927.0,Mississippi,8
886,Georgia-Pacific,7480.0, Georgia,Christian Fischer,Packaged Goods,1927.0,Wisconsin,55
887,Georgia State University,5200.0, Georgia,M. Brian Blake,Education,1913.0,Georgia,77
888,Gila River Gaming Enterprises,1000.0, Arizona,Kenneth Manuel,"Travel, Hotels, Restaurants, Leisure",1994.0,Arizona,23
889,Gildan,46000.0, Canada,Glenn J. Charmandy,"Clothing, Shoes, Sports Equipment",1946.0,North Carolina,93
890,Gilead Sciences,14400.0, California,Daniel O'Day,Drugs & Biotechnology,1987.0,California,61
891,Gillette Children’s Specialty Healthcare,12000.0, Minnesota,Barbara Joers,Health Care,1897.0,Minnesota,10
892,GlaxoSmithKline,90096.0, Pennsylvania,Emma N. Walmsley,Drugs & Biotechnology,2000.0,Pennsylvania,82
893,Glens Falls Hospital,12000.0, New York,Dianne Shugrue,Health Care,1897.0,New York,98
894,Globalfoundries,31000.0, California,Thomas Caulfield,Electronics,2009.0,Vermont,4
895,GM Financial,9000.0, Texas,Daniel E. Berce,Banking and Financial Services,1992.0,Texas,19
896,GoDaddy,9000.0, Arizona,Aman Bhutani,"IT, Internet, Software & Services",1997.0,Arizona,19
897,Golden 1 Credit Union,2000.0, California,Donna Bland,Banking and Financial Services,1933.0,California,21
898,Goldman Sachs,43900.0, New York,David M. Solomon,Banking and Financial Services,1869.0,New Jersey,78
899,Goodyear,72000.0, Ohio,Richard J. Richard J. Kramer,Automotive (Automotive and Suppliers),1898.0,North Carolina,30
900,Goodyear,72000.0, Ohio,Richard J. Richard J. Kramer,Automotive (Automotive and Suppliers),1898.0,Ohio,89
901,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,California,8
902,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Colorado,14
903,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,District of Columbia,4
904,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Florida,14
905,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Georgia,3
906,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Illinois,14
907,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Indiana,17
908,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Massachusetts,19
909,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Michigan,29
910,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,New York,14
911,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,South Carolina,20
912,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Texas,14
913,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Virginia,1
914,Google,156500.0, California,Sundar Pichai,"IT, Internet, Software & Services",1998.0,Washington,8
915,Gordon Food Service,15600.0, Michigan,Rich Wolowski,Retail and Wholesale,1897.0,Michigan,17
916,Grady Health System,12000.0, Georgia,John M. Haupert,Health Care,1890.0,Georgia,95
917,Grainger,32000.0, Illinois,DG Macpherson Macpherson,Retail and Wholesale,1927.0,Illinois,81
918,Grainger,32000.0, Illinois,DG Macpherson Macpherson,Retail and Wholesale,1927.0,Wisconsin,51
919,Grand Canyon University,5200.0, Arizona,Brian Mueller,Education,1949.0,Arizona,3
920,Grand Valley State University,5200.0, Michigan,Philomena V. Mantella,Education,1960.0,Michigan,33
921,Granite School District,7500.0, Utah,Rich K. Nye,Education,1970.0,Utah,40
922,Graves-Gilbert Clinic,12000.0, Kentucky,Chris Thorn,Health Care,1937.0,Kentucky,28
923,Great American Insurance,7500.0, Ohio,Chee K. Koon,Insurance,1872.0,Ohio,77
924,Great-West Life Assurance Company,24500.0, Colorado,Paul A. Mahon,Banking and Financial Services,1891.0,Wisconsin,60
925,Green Bay Area Public School District,3000.0, Wisconsin,Stephen Murley,Education,1856.0,Wisconsin,54
926,Greenville County Schools,8784.0, South Carolina,W. Burke Royster,Education,1951.0,South Carolina,53
927,Grinnell Mutual,5805.0, Iowa,Jeff Menary,Insurance,1909.0,Iowa,23
928,Grupo Antolin,25000.0, Spain,Jesus Pascual Santos,Automotive (Automotive and Suppliers),1950.0,Michigan,43
929,Guilford County Schools,9800.0, North Carolina,Sharon L. Contreras,Education,1993.0,North Carolina,70
930,Gundersen Health System,8000.0, Wisconsin,Scott Rathgaber,Health Care,1902.0,Wisconsin,65
931,Gwinnett County Public Schools (GCPS),20453.0, Georgia,Calvin J Watts,Education,1996.0,Georgia,62
932,H-E-B,145000.0, Texas,Charles Butt,Retail and Wholesale,1905.0,Texas,9
933,Halliburton,40000.0, Texas,Jeff Miller,"Construction, Oil & Gas Operations, Mining and Chemicals",1919.0,Louisiana,22
934,Hallmark Cards,27000.0, Missouri,Mike Perry,Packaged Goods,1910.0,Missouri,18
935,"Hamilton County School District, Chattanooga, TN",5520.0, Tennessee,Justin Robertson,Education,1997.0,Tennessee,30
936,Hancock Whitney Bank,4005.0, Mississippi,John M. Hairston,Banking and Financial Services,1899.0,Mississippi,20
937,Hanover County Public Schools,1763.0, Virginia,Michael Gill,Education,1959.0,Virginia,26
938,Hard Rock International,40000.0, Florida,Jim Allen,"Travel, Hotels, Restaurants, Leisure",1971.0,Florida,61
939,Hard Rock International,40000.0, Florida,Jim Allen,"Travel, Hotels, Restaurants, Leisure",1971.0,New Jersey,84
940,Hard Rock International,40000.0, Florida,Jim Allen,"Travel, Hotels, Restaurants, Leisure",1971.0,Oklahoma,26
941,Harford County Public Schools,4478.0, Maryland,Sean W. Bulson,Education,1907.0,Maryland,55
942,Harkins Theatres,14284.0, Arizona,Mike Bowers,"Travel, Hotels, Restaurants, Leisure",1940.0,Arizona,62
943,Harley-Davidson,4435.0, Wisconsin,Jochen Zeitz,Automotive (Automotive and Suppliers),1903.0,Wisconsin,38
944,Harmons,4000.0, Utah,Mark Jensen,Retail and Wholesale,1932.0,Utah,31
945,Harp's Food Stores,32000.0, Arkansas,Kim Eskew,Retail and Wholesale,1930.0,Arkansas,16
946,Harrington HealthCare System,12000.0, Massachusetts,Edward Moore,Health Care,1931.0,Massachusetts,22
947,Hartford HealthCare,33000.0, Connecticut,Jeffrey Flaks,Health Care,1985.0,Connecticut,11
948,Harvard University,17839.0, Massachusetts,Lawrence S. Bacow,Education,1636.0,Massachusetts,38
949,Hasbro,5805.0, Rhode Island,Chris Cocks,Packaged Goods,1923.0,Rhode Island,8
950,Hattiesburg Clinic,2000.0, Mississippi,Bryan N Batson,Health Care,1963.0,Mississippi,1
951,Hawaiian Airlines,7000.0, Hawaii,Peter Ingram,Transportation and Logistics,1929.0,Hawaii,1
952,Hawaiian Telcom,1200.0, Hawaii,Su Shin,"Telecommunications Services, Cable Supplier",1883.0,Hawaii,3
953,HealthPartners,26000.0, Minnesota,Andrea M. Walsh,Health Care,1957.0,Minnesota,11
954,Helen Ross McNabb Center,12000.0, Tennessee,Jerry Vagnier,Health Care,1948.0,Tennessee,61
955,Help At Home,30000.0, Illinois,Chris Hocevar,Health Care,1975.0,Illinois,42
956,Hendrick Automotive Group,10000.0, North Carolina,Rick Hendrick,Automotive (Automotive and Suppliers),1976.0,North Carolina,4
957,Henkel,52450.0, Connecticut,Carsten Knobel,Packaged Goods,1876.0,Connecticut,27
958,Hennepin Healthcare,7300.0, Minnesota,Jennifer DeCubellis,Health Care,1887.0,Minnesota,48
959,Henrico County Public Schools,7160.0, Virginia,Amy Cashwell,Education,1962.0,Virginia,83
960,Henry Ford Health System,33000.0, Michigan,Robert G. Riney,Health Care,1915.0,Michigan,47
961,The Hershey Company,16620.0, Pennsylvania,Michele Buck,"Food, Soft Beverages, Alcohol & Tobacco",1894.0,Pennsylvania,52
962,Hershey Entertainment and Resorts,1750.0, Pennsylvania,John K. Lawn,"Travel, Hotels, Restaurants, Leisure",1927.0,Pennsylvania,62
963,Hewlett Packard Enterprise,60400.0, California,Antonio Neri,"IT, Internet, Software & Services",2015.0,Colorado,7
964,Hewlett Packard Enterprise,60400.0, California,Antonio Neri,"IT, Internet, Software & Services",2015.0,Florida,23
965,Hewlett Packard Enterprise,60400.0, California,Antonio Neri,"IT, Internet, Software & Services",2015.0,New Jersey,2
966,HII,44000.0, Virginia,Christopher D. Kastner,Aerospace & Defense,2011.0,Mississippi,2
967,HII,44000.0, Virginia,Christopher D. Kastner,Aerospace & Defense,2011.0,Virginia,18
968,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Arizona,45
969,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Arkansas,18
970,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Colorado,53
971,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Connecticut,16
972,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Florida,39
973,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Georgia,9
974,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Hawaii,4
975,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Illinois,73
976,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Indiana,39
977,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Kentucky,7
978,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Massachusetts,4
979,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Missouri,14
980,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,New Jersey,26
981,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,North Carolina,58
982,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Ohio,21
983,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Pennsylvania,43
984,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,South Carolina,38
985,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Tennessee,7
986,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Texas,43
987,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Virginia,53
988,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Wisconsin,11
989,Hilton,142000.0, Virginia,Christopher J. Nassetta,"Travel, Hotels, Restaurants, Leisure",1919.0,Wyoming,3
990,Hinds Community College,700.0, Mississippi,Stephen Vacik,Education,1917.0,Mississippi,6
991,hoag,7000.0, California,Robert T. Braithwaite,Health Care,1944.0,California,60
992,Hobby Lobby,43000.0, Oklahoma,David Green,Retail and Wholesale,1972.0,Oklahoma,22
993,Holland Hospital,2510.0, Michigan,Dale Sowders,Health Care,1917.0,Michigan,66
994,Home Instead Senior Care,65000.0, Nebraska,Jeff Huber,Health Care,1994.0,Alabama,39
995,Home Instead Senior Care,65000.0, Nebraska,Jeff Huber,Health Care,1994.0,Pennsylvania,99
996,Home Instead Senior Care,65000.0, Nebraska,Jeff Huber,Health Care,1994.0,Virginia,80
997,Honda Motor,211374.0, California,Toshihiro Mibe,Automotive (Automotive and Suppliers),1959.0,Alabama,27
998,Honda Motor,211374.0, California,Toshihiro Mibe,Automotive (Automotive and Suppliers),1959.0,Georgia,84
999,Honda Motor,211374.0, California,Toshihiro Mibe,Automotive (Automotive and Suppliers),1959.0,Indiana,51
1000,Honda Motor,211374.0, California,Toshihiro Mibe,Automotive (Automotive and Suppliers),1959.0,Ohio,45
1001,Honeywell International,34000.0, North Carolina,Darius Adamczyk,Conglomerates,1927.0,Arizona,69
1002,Honeywell International,34000.0, North Carolina,Darius Adamczyk,Conglomerates,1927.0,Georgia,36
1003,Honeywell International,34000.0, North Carolina,Darius Adamczyk,Conglomerates,1927.0,Illinois,76
1004,Honeywell International,34000.0, North Carolina,Darius Adamczyk,Conglomerates,1927.0,Ohio,36
1005,Honeywell International,34000.0, North Carolina,Darius Adamczyk,Conglomerates,1927.0,South Carolina,1
1006,Honeywell International,34000.0, North Carolina,Darius Adamczyk,Conglomerates,1927.0,Washington,23
1007,HonorHealth,12800.0, Arizona,Todd LaPorte,Health Care,1962.0,Arizona,7
1008,Hoover City School District,5200.0, Alabama,Dee Fowler,Education,1987.0,Alabama,4
1009,Horizon Blue Cross Blue Shield of New Jersey,5000.0, New Jersey,Gary D. St. Hilaire,Insurance,1932.0,New Jersey,47
1010,Hormel Foods,20000.0, Minnesota,Jim Snee,Retail and Wholesale,1891.0,Minnesota,52
1011,Horry County Schools,2265.0, South Carolina,Rick Maxey,Education,1887.0,South Carolina,47
1012,Hospital for Special Surgery,4900.0, New York,Louis A. Shapiro,Health Care,1863.0,New York,37
1013,Houchens Industries,18000.0, Kentucky,Dion Houchins,Retail and Wholesale,1917.0,Kentucky,39
1014,Houston County Schools,5200.0, Georgia,Mark Scott,Education,1870.0,Georgia,14
1015,Houston Methodist,27947.0, Texas,Marc L. Boom,Health Care,1996.0,Texas,25
1016,Howard County Public Schools,8561.0, Maryland,Michael Martirano,Education,1601.0,Maryland,11
1017,H&R Block,3600.0, Missouri,Jeffrey J. Jones II,Professional Services,1955.0,Arizona,64
1018,H&R Block,3600.0, Missouri,Jeffrey J. Jones II,Professional Services,1955.0,Florida,26
1019,H&R Block,3600.0, Missouri,Jeffrey J. Jones II,Professional Services,1955.0,Georgia,21
1020,H&R Block,3600.0, Missouri,Jeffrey J. Jones II,Professional Services,1955.0,Illinois,93
1021,H&R Block,3600.0, Missouri,Jeffrey J. Jones II,Professional Services,1955.0,New Jersey,16
1022,H&R Block,3600.0, Missouri,Jeffrey J. Jones II,Professional Services,1955.0,North Carolina,74
